sourcePlayerId,sleeperId,blackbirdPlayerId,playerName,normalizedName,position,normalizedPosition,team,status,active,searchRank,yearsExperience,college,age,birthDate,height,weight,candidateNflversePlayerIds,candidateNames,candidateTeams,candidatePositions,matchConfidence,matchReasons,conflictReasons,recommendedAction,reviewPriority
5173,5173,,Dalton Keene,dalton keene,DL,DL,,Active,true,9999999,6,Illinois State,31,1994-04-26,76,275,00-0036225,Dalton Keene,HOU,TE,conflict,normalized full name match|height support,position mismatch: DL vs TE; birth date mismatch: 1994-04-26 vs 1999-04-14|position mismatch: DL vs TE|birth date mismatch: 1994-04-26 vs 1999-04-14,needs_manual_override,P3
5186,5186,,Darius Jackson,darius jackson,DL,DL,,Active,true,9999999,4,Jacksonville State,27,1994-11-20,75,242,00-0033049,Darius Jackson,HOU,RB,conflict,normalized full name match,position mismatch: DL vs RB; birth date mismatch: 1994-11-20 vs 1993-12-01|position mismatch: DL vs RB|birth date mismatch: 1994-11-20 vs 1993-12-01,needs_manual_override,P3
5251,5251,,Tyler Davis,tyler davis,K,K,,Active,true,9999999,4,Penn State,27,1994-09-29,71,180,00-0036250,Tyler Davis,GB,TE,conflict,normalized full name match,position mismatch: K vs TE; birth date mismatch: 1994-09-29 vs 1997-04-02|position mismatch: K vs TE|birth date mismatch: 1994-09-29 vs 1997-04-02,needs_manual_override,P3
5286,5286,,Austin Allen,austin allen,QB,QB,,Active,true,9999999,4,Arkansas,27,1994-08-21,73,209,00-0037369,Austin Allen,GB,TE,conflict,normalized full name match,position mismatch: QB vs TE; birth date mismatch: 1994-08-21 vs 1998-11-10|position mismatch: QB vs TE|birth date mismatch: 1994-08-21 vs 1998-11-10,needs_manual_override,P3
5533,5533,,Trenton Thompson,trenton thompson,DL,DL,,Active,true,9999999,4,Georgia,25,1996-07-27,76,295,00-0037377,Trenton Thompson,PIT,DB,conflict,normalized full name match,position mismatch: DL vs DB; birth date mismatch: 1996-07-27 vs 1997-12-18|position mismatch: DL vs DB|birth date mismatch: 1996-07-27 vs 1997-12-18,needs_manual_override,P3
5547,5547,,Ryan Smith,ryan smith,TE,TE,,Active,true,9999999,4,"Miami, O.",25,1996-01-13,76,265,00-0032772,Ryan Smith,TB,DB,conflict,normalized full name match,position mismatch: TE vs DB; birth date mismatch: 1996-01-13 vs 1993-09-07|position mismatch: TE vs DB|birth date mismatch: 1996-01-13 vs 1993-09-07,needs_manual_override,P3
5637,5637,,Garrett Johnson,garrett johnson,WR,WR,,Active,true,9999999,4,Kentucky,26,1995-12-03,71,175,00-0008507,Garrett Johnson,SF,DL,conflict,normalized full name match,position mismatch: WR vs DL; birth date mismatch: 1995-12-03 vs 1975-12-31|position mismatch: WR vs DL|birth date mismatch: 1995-12-03 vs 1975-12-31,needs_manual_override,P3
5713,5713,,Mike Jones,mike jones,DB,DB,,Active,true,9999999,4,Temple,26,1995-09-01,71,187,JON624536,Mike Jones,NO,WR,conflict,normalized full name match|height support,position mismatch: DB vs WR; birth date mismatch: 1995-09-01 vs 1960-04-14|position mismatch: DB vs WR|birth date mismatch: 1995-09-01 vs 1960-04-14,needs_manual_override,P3
5714,5714,,Tim Wilson,tim wilson,WR,WR,,Active,true,9999999,4,East Stroudsburg,27,1994-02-16,69,170,WIL801288,Tim Wilson,NO,RB,conflict,normalized full name match,position mismatch: WR vs RB; birth date mismatch: 1994-02-16 vs 1954-01-14|position mismatch: WR vs RB|birth date mismatch: 1994-02-16 vs 1954-01-14,needs_manual_override,P3
5762,5762,,Josh Smith,josh smith,WR,WR,,Inactive,true,1137,4,Tennessee,27,1994-03-24,73,206,00-0035741,Josh Smith,TEN,LB,conflict,normalized full name match,position mismatch: WR vs LB; birth date mismatch: 1994-03-24 vs 1997-02-25|position mismatch: WR vs LB|birth date mismatch: 1994-03-24 vs 1997-02-25,needs_manual_override,P3
5798,5798,,Darren Carrington,darren carrington,WR,WR,,Inactive,true,9999999,4,Utah,27,1994-10-11,75,205,00-0002691,Darren Carrington,LV,DB,conflict,normalized full name match|weight support,position mismatch: WR vs DB; birth date mismatch: 1994-10-11 vs 1966-10-10|position mismatch: WR vs DB|birth date mismatch: 1994-10-11 vs 1966-10-10,needs_manual_override,P3
5851,5851,,Jachai Polite,jachai polite,LB,LB,,Active,true,1589,3,Florida,24,1997-03-30,75,258,00-0035528,Jachai Polite,LA,LB,conflict,normalized full name match|position match|height support|weight support,birth date mismatch: 1997-03-30 vs 1998-03-30|birth date mismatch: 1997-03-30 vs 1998-03-30,needs_manual_override,P3
5922,5922,,Mike Bell,mike bell,LB,LB,,Active,true,1640,2,Fresno State,24,1997-12-12,75,207,00-0001040,Mike Bell,KC,DL,conflict,normalized full name match,position mismatch: LB vs DL; birth date mismatch: 1997-12-12 vs 1957-08-30|position mismatch: LB vs DL|birth date mismatch: 1997-12-12 vs 1957-08-30,needs_manual_override,P3
6036,6036,,Ryan Davis,ryan davis,WR,WR,,Active,true,9999999,3,Auburn,24,1997-04-12,69,188,00-0029053,Ryan Davis,BUF,DL,conflict,normalized full name match,position mismatch: WR vs DL; birth date mismatch: 1997-04-12 vs 1989-02-24|position mismatch: WR vs DL|birth date mismatch: 1997-04-12 vs 1989-02-24,needs_manual_override,P3
6079,6079,,Gary Johnson,gary johnson,LB,LB,,Active,true,9999999,3,Texas,25,1996-08-02,72,216,JOH254992,Gary Johnson,BAL,DL,conflict,normalized full name match,position mismatch: LB vs DL; birth date mismatch: 1996-08-02 vs 1955-10-02|position mismatch: LB vs DL|birth date mismatch: 1996-08-02 vs 1955-10-02,needs_manual_override,P3
6251,6251,,Reggie Howard,reggie howard,DL,DL,,Active,true,9999999,3,Toledo,25,1996-03-26,75,280,00-0019101,Reggie Howard,CAR,DB,conflict,normalized full name match,position mismatch: DL vs DB; birth date mismatch: 1996-03-26 vs 1977-05-17|position mismatch: DL vs DB|birth date mismatch: 1996-03-26 vs 1977-05-17,needs_manual_override,P3
6329,6329,,John Battle,john battle,DB,DB,,Inactive,true,9999999,3,Louisiana State,26,1995-08-21,72,201,00-0035498,John Battle,PIT,DB,conflict,normalized full name match|position match|height support|weight support,birth date mismatch: 1995-08-21 vs 1995-02-21|birth date mismatch: 1995-08-21 vs 1995-02-21,needs_manual_override,P3
6366,6366,,Andrew Williams,andrew williams,DL,DL,,Active,true,9999999,3,Auburn,26,1995-12-13,76,294,00-0022053,Andrew Williams,SF,DL,conflict,normalized full name match|position match,birth date mismatch: 1995-12-13 vs 1979-04-18|birth date mismatch: 1995-12-13 vs 1979-04-18,needs_manual_override,P3
6376,6376,,James Folston,james folston,LB,LB,,Active,true,9999999,3,Pittsburgh,25,1996-06-04,75,233,00-0005392,James Folston,ARI,LB,conflict,normalized full name match|position match|height support,birth date mismatch: 1996-06-04 vs 1971-08-14|birth date mismatch: 1996-06-04 vs 1971-08-14,needs_manual_override,P3
6440,6440,,Jordan Thompson,jordan thompson,DL,DL,,Active,true,9999999,3,Northwestern,25,1997-01-10,75,292,00-0030647,Jordan Thompson,DET,TE,conflict,normalized full name match,position mismatch: DL vs TE; birth date mismatch: 1997-01-10 vs 1989-07-12|position mismatch: DL vs TE|birth date mismatch: 1997-01-10 vs 1989-07-12,needs_manual_override,P3
6442,6442,,Johnny Robinson,johnny robinson,DL,DL,,Active,true,9999999,3,Charleston Southern,25,1996-10-24,72,292,ROB577792,Johnny Robinson,LV,DL,conflict,normalized full name match|position match,birth date mismatch: 1996-10-24 vs 1959-02-14|birth date mismatch: 1996-10-24 vs 1959-02-14,needs_manual_override,P3
6444,6444,,Nate Harvey,nate harvey,LB,LB,,Active,true,9999999,3,East Carolina,26,1995-09-15,73,225,HAR805951,Nate Harvey,NYG,DL,conflict,normalized full name match|height support|weight support,position mismatch: LB vs DL; birth date mismatch: 1995-09-15 vs 1996-09-15|position mismatch: LB vs DL|birth date mismatch: 1995-09-15 vs 1996-09-15,needs_manual_override,P3
6526,6526,,Tre Thomas,tre thomas,LB,LB,,Active,true,9999999,3,Colorado State,26,1995-09-03,74,223,THO065166,Tre Thomas,NYG,DB,conflict,normalized full name match,position mismatch: LB vs DB; birth date mismatch: 1995-09-03 vs 1975-09-12|position mismatch: LB vs DB|birth date mismatch: 1995-09-03 vs 1975-09-12,needs_manual_override,P3
6538,6538,,Dewayne Hendrix,dewayne hendrix,DL,DL,,Active,true,1708,3,Pittsburgh,26,1995-06-03,76,290,00-0035340,Dewayne Hendrix,JAX,DL,conflict,normalized full name match|position match|height support,birth date mismatch: 1995-06-03 vs 1995-06-13|birth date mismatch: 1995-06-03 vs 1995-06-13,needs_manual_override,P3
6571,6571,,Tre Watson,tre watson,LB,LB,,Active,true,9999999,3,Maryland,25,1996-07-05,75,241,00-0040094,Tre Watson,KC,TE,conflict,normalized full name match,position mismatch: LB vs TE; birth date mismatch: 1996-07-05 vs 2002-10-12|position mismatch: LB vs TE|birth date mismatch: 1996-07-05 vs 2002-10-12,needs_manual_override,P3
6686,6686,,Joe Horn,joe horn,WR,WR,,Active,true,9999999,3,Missouri Western,27,1994-09-16,70,174,00-0007744,Joe Horn,ATL,WR,conflict,normalized full name match|position match,birth date mismatch: 1994-09-16 vs 1972-01-16|birth date mismatch: 1994-09-16 vs 1972-01-16,needs_manual_override,P3
6689,6689,,Bryant Jones,bryant jones,DL,DL,,Active,true,9999999,3,Mississippi Valley,24,1997-04-15,73,304,JON132880,Bryant Jones,IND,DB,conflict,normalized full name match,position mismatch: DL vs DB; birth date mismatch: 1997-04-15 vs 1963-12-05|position mismatch: DL vs DB|birth date mismatch: 1997-04-15 vs 1963-12-05,needs_manual_override,P3
6692,6692,,Joe Horn,joe horn,WR,WR,,Active,true,9999999,3,Missouri Western,27,1994-09-16,70,174,00-0007744,Joe Horn,ATL,WR,conflict,normalized full name match|position match,birth date mismatch: 1994-09-16 vs 1972-01-16|birth date mismatch: 1994-09-16 vs 1972-01-16,needs_manual_override,P3
6727,6727,,Joe Walker,joe walker,WR,WR,,Active,true,9999999,3,Delaware,26,1996-01-12,73,201,00-0019991,Joe Walker,IND,DB,conflict,normalized full name match|weight support,position mismatch: WR vs DB; birth date mismatch: 1996-01-12 vs 1977-03-19|position mismatch: WR vs DB|birth date mismatch: 1996-01-12 vs 1977-03-19,needs_manual_override,P3
6827,6827,,Bradlee Anae,bradlee anae,DL,DL,,Inactive,true,9999999,5,Utah,27,1998-01-17,75,260,00-0036379,Bradlee Anae,NYJ,DL,conflict,normalized full name match|position match|height support|weight support,birth date mismatch: 1998-01-17 vs 1998-10-17|birth date mismatch: 1998-01-17 vs 1998-10-17,needs_manual_override,P3
6831,6831,,Raekwon Davis,raekwon davis,DL,DL,,Active,true,9999999,5,Alabama,27,1997-08-21,79,325,00-0036213,Raekwon Davis,IND,DL,conflict,normalized full name match|position match|height support|weight support,birth date mismatch: 1997-08-21 vs 1997-06-10|birth date mismatch: 1997-08-21 vs 1997-06-10,needs_manual_override,P3
6898,6898,,Anthony Gordon,anthony gordon,QB,QB,,Active,true,9999999,2,Washington State,25,1996-08-28,75,201,00-0035988,Anthony Gordon,DEN,QB,conflict,normalized full name match|position match|weight support,birth date mismatch: 1996-08-28 vs 1997-08-28|birth date mismatch: 1996-08-28 vs 1997-08-28,needs_manual_override,P3
